message,results,ratio,elements,numberLeft,numberRight,joinIteratorString,execution time,heapTotal diff,heapTotal total,arrayBuffers dif,arrayBuffers total,rss diff,rss total,heap diff,head total,elementsRatio
TwoHash: 200000 & 0.9,650296,0.9,50000,200000,200000,TwoHash,161.351330639001,5.9140625,114.23046875,0,0.017816543579101562,431.734375,1445.30078125,-13.327529907226562,74.82643127441406,0.25
TwoHashIndexedCount: 200000 & 0.9,16112950,0.9,2000,200000,200000,TwoHashIndexedCount,172.85277465799822,7.03515625,96.84765625,0,0.017816543579101562,654.62890625,1627.44140625,-4.369071960449219,63.92645263671875,0.01
TwoHashIndexedCount: 200000 & 0.9,650296,0.9,50000,200000,200000,TwoHashIndexedCount,181.69282717600092,29.51171875,136.03515625,0,0.017816543579101562,819.5703125,1872.75390625,25.66895294189453,103.5097885131836,0.25
TwoHashIndexedCount: 200000 & 0.9,215972,0.9,150000,200000,200000,TwoHashIndexedCount,165.20609285899997,77.80078125,183.32421875,0,0.017816543579101562,831.046875,1989.3671875,53.38505554199219,131.01840209960938,0.75
TwoHashIndexedCount: 200000 & 0.9,323309,0.9,100000,200000,200000,TwoHashIndexedCount,172.67689435699955,49.5625,156.01953125,0,0.017816543579101562,722.37890625,1937.4765625,40.734230041503906,127.48202514648438,0.5
TwoHash: 200000 & 0.9,215972,0.9,150000,200000,200000,TwoHash,174.56318168400227,55.18359375,170.56640625,0,0.017816543579101562,905.734375,2152.44140625,42.31499481201172,126.05477142333984,0.75
TwoHash: 200000 & 0.9,323309,0.9,100000,200000,200000,TwoHash,185.75156120800227,42.17578125,149.19921875,0,0.017816543579101562,1077.5390625,2247.46484375,29.871871948242188,118.53897857666016,0.5
TwoHash: 200000 & 0.9,16112950,0.9,2000,200000,200000,TwoHash,199.6569478520006,9.3515625,100.20703125,0,0.017816543579101562,1403.046875,2321.23828125,7.888206481933594,76.96183776855469,0.01
TwoHash: 200000 & 0.9,1802452,0.9,18000,200000,200000,TwoHash,183.92812528099864,-4.40625,83.30078125,0,0.017816543579101562,1129.45703125,2434.9453125,-15.327102661132812,41.19666290283203,0.09
TwoHashIndexedCount: 200000 & 0.9,1802452,0.9,18000,200000,200000,TwoHashIndexedCount,198.3194972799979,5.375,93.33203125,0,0.017816543579101562,1132,2338.99609375,4.766197204589844,60.93658447265625,0.09
TwoHash: 500000 & 0.9,40380530,0.9,5000,500000,500000,TwoHash,1510.1820387899988,-11.046875,164.80078125,0,0.017816543579101562,1183.57421875,2560.0625,14.02264404296875,158.5528564453125,0.01
TwoHashIndexedCount: 500000 & 0.9,541462,0.9,375000,500000,500000,TwoHashIndexedCount,1392.2878189559988,178.94921875,418.53515625,0,0.017816543579101562,248.9375,2485.43359375,169.22657012939453,386.73822021484375,0.75
TwoHashIndexedCount: 500000 & 0.9,40380530,0.9,5000,500000,500000,TwoHashIndexedCount,1568.183726845,-9.6328125,158.31640625,0,0.017816543579101562,638.42578125,2086.08984375,3.4018096923828125,151.82227325439453,0.01
TwoHash: 500000 & 0.9,541462,0.9,375000,500000,500000,TwoHash,1447.9480910869986,165.00390625,395.77734375,0,0.017816543579101562,-54.875,2088.12109375,149.23184967041016,357.4133071899414,0.75
TwoHash: 500000 & 0.9,4507952,0.9,45000,500000,500000,TwoHash,1439.4893881900011,-5.0703125,215.38671875,0,0.017816543579101562,-612.81640625,1708.296875,-30.264968872070312,168.2489013671875,0.09
TwoHashIndexedCount: 500000 & 0.9,1623567,0.9,125000,500000,500000,TwoHashIndexedCount,1478.5812844449952,59.81640625,295.52734375,0,0.017816543579101562,-178.40234375,1590.15625,37.664459228515625,238.17715454101562,0.25
TwoHashIndexedCount: 500000 & 0.9,4507952,0.9,45000,500000,500000,TwoHashIndexedCount,1458.2229339230023,-2.765625,216.91015625,0,0.017816543579101562,-1133.53515625,1308.546875,4.254249572753906,193.1026153564453,0.09
TwoHash: 500000 & 0.9,1623567,0.9,125000,500000,500000,TwoHash,1500.957397895001,53.90625,286.76953125,0,0.017816543579101562,-465.47265625,1109.71484375,23.5360107421875,227.68805694580078,0.25
TwoHashIndexedCount: 500000 & 0.9,813142,0.9,250000,500000,500000,TwoHashIndexedCount,1486.9660577910022,149.79296875,384.77734375,0,0.017816543579101562,-1189.47265625,855.1484375,137.2694091796875,347.3926086425781,0.5
TwoHash: 500000 & 0.9,813142,0.9,250000,500000,500000,TwoHash,1498.6684206460006,128.76953125,369.76171875,0,0.017816543579101562,-1324.93359375,498.671875,120.43212890625,339.5177459716797,0.5
