message,results,ratio,elements,numberLeft,numberRight,joinIteratorString,execution time,heapTotal diff,heapTotal total,arrayBuffers dif,arrayBuffers total,rss diff,rss total,heap diff,head total
TwoHashIndexedCount: 25000 & 0.75,3387146,0.75,100,25000,25000,TwoHashIndexedCount,2.3368883179984987,22.25,49.64453125,0,0.017816543579101562,257.01171875,482.08203125,9.663772583007812,21.70488739013672
TwoHash: 25000 & 0.75,3387146,0.75,100,25000,25000,TwoHash,2.626550390999764,20.640625,48.03515625,0,0.017816543579101562,192.5625,465.609375,15.456634521484375,27.476318359375
TwoHashIndexedCount: 25000 & 0.9,5035940,0.9,100,25000,25000,TwoHashIndexedCount,2.859953315999359,24.359375,51.14453125,0,0.017816543579101562,218.32421875,474.69921875,6.435150146484375,19.833648681640625
TwoHash: 25000 & 0.9,5035940,0.9,100,25000,25000,TwoHash,3.1569236630015074,22.75,49.78515625,0,0.017816543579101562,254.609375,481.4296875,11.477996826171875,25.042274475097656
TwoHash: 50000 & 0.25,1302577,0.25,100,50000,50000,TwoHash,3.971416919000447,19.125,47.29296875,0,0.017816543579101562,218.9375,498.29296875,5.7137908935546875,19.426414489746094
TwoHashIndexedCount: 50000 & 0.25,1302577,0.25,100,50000,50000,TwoHashIndexedCount,4.327743978001178,19.46875,47.88671875,0,0.017816543579101562,195.14453125,496.46875,1.988128662109375,15.851608276367188
TwoHashIndexedCount: 50000 & 0.5,5630198,0.5,100,50000,50000,TwoHashIndexedCount,5.758110599998385,25.9296875,53.90234375,0,0.017816543579101562,199.72265625,552.73046875,14.253395080566406,32.199989318847656
TwoHash: 50000 & 0.5,5630198,0.5,100,50000,50000,TwoHash,6.4265860240012405,24.3203125,52.04296875,0,0.017816543579101562,192.40625,516.99609375,5.975593566894531,23.976898193359375
TwoHash: 50000 & 0.75,13647216,0.75,100,50000,50000,TwoHash,10.299505452997982,7.75,56.29296875,0,0.017816543579101562,190.64453125,574.09375,14.709487915039062,29.63836669921875
TwoHashIndexedCount: 50000 & 0.75,13647216,0.75,100,50000,50000,TwoHashIndexedCount,9.865427012000232,8.109375,56.90234375,0,0.017816543579101562,97.39453125,562.80078125,18.308204650878906,33.099327087402344
TwoHash: 75000 & 0.25,2869930,0.25,100,75000,75000,TwoHash,9.244866607002914,3.5,52.43359375,0,0.017816543579101562,81.203125,550.99609375,2.9378814697265625,22.755416870117188
TwoHashIndexedCount: 75000 & 0.25,2869930,0.25,100,75000,75000,TwoHashIndexedCount,10.02475468500331,3.09375,52.02734375,0,0.017816543579101562,105.1484375,586.2421875,5.5943450927734375,25.0369873046875
TwoHashIndexedCount: 50000 & 0.9,20223638,0.9,100,50000,50000,TwoHashIndexedCount,11.858598954997957,9.3671875,59.91015625,0,0.017816543579101562,138.9296875,576.53515625,21.208251953125,40.286155700683594
TwoHash: 50000 & 0.9,20223638,0.9,100,50000,50000,TwoHash,14.980070115998387,8,58.04296875,0,0.017816543579101562,121.3671875,578.44140625,17.206756591796875,36.52832794189453
TwoHash: 75000 & 0.5,12763642,0.5,100,75000,75000,TwoHash,15.566122843999416,9.60546875,58.19921875,0,0.017816543579101562,118.7734375,602.6484375,7.122856140136719,31.176246643066406
TwoHashIndexedCount: 75000 & 0.5,12763642,0.5,100,75000,75000,TwoHashIndexedCount,15.679226807001978,10.71484375,59.30859375,0,0.017816543579101562,114.25390625,598.92578125,5.0420074462890625,29.04309844970703
TwoHash: 75000 & 0.75,30853801,0.75,100,75000,75000,TwoHash,24.057543852999807,13.33984375,63.36328125,0,0.017816543579101562,120.453125,632.37890625,9.999153137207031,37.79859924316406
TwoHash: 100000 & 0.25,5064887,0.25,100,100000,100000,TwoHash,18.02413715299964,7,57.6015625,0,0.017816543579101562,53.13671875,621.296875,1.8699188232421875,31.310791015625
TwoHashIndexedCount: 100000 & 0.25,5064887,0.25,100,100000,100000,TwoHashIndexedCount,20.524045949000865,7.09375,56.9453125,0,0.017816543579101562,91.32421875,643.140625,5.207763671875,34.639556884765625
TwoHashIndexedCount: 75000 & 0.75,30853801,0.75,100,75000,75000,TwoHashIndexedCount,24.87785215000063,15.45703125,64.98046875,0,0.017816543579101562,92.9296875,643.19140625,16.524826049804688,44.270896911621094
TwoHashIndexedCount: 75000 & 0.9,45531519,0.9,100,75000,75000,TwoHashIndexedCount,33.42073559299856,15.3671875,66.9453125,0,0.017816543579101562,115.2578125,664.5,4.945304870605469,33.890769958496094
TwoHash: 75000 & 0.9,45531519,0.9,100,75000,75000,TwoHash,35.795554968997834,13,64.828125,0,0.017816543579101562,110.4375,659.43359375,2.719818115234375,31.64215850830078
TwoHash: 100000 & 0.5,22569926,0.5,100,100000,100000,TwoHash,32.7747522810027,13.25,64.44140625,0,0.017816543579101562,104.1953125,663.0703125,12.080970764160156,44.33971405029297
TwoHashIndexedCount: 100000 & 0.5,22569926,0.5,100,100000,100000,TwoHashIndexedCount,33.09704556600004,12.859375,64.30078125,0,0.017816543579101562,83.328125,666.4609375,0.655242919921875,32.94721221923828
TwoHash: 100000 & 0.75,54815628,0.75,100,100000,100000,TwoHash,58.44996039399877,18,69.26171875,0,0.017816543579101562,112.6640625,702.29296875,19.95526123046875,49.825721740722656
TwoHashIndexedCount: 100000 & 0.75,54815628,0.75,100,100000,100000,TwoHashIndexedCount,54.95902584600076,19.1171875,70.37890625,0,0.017816543579101562,90.36328125,708.66015625,15.845848083496094,45.89611053466797
TwoHash: 150000 & 0.25,10647364,0.25,100,150000,150000,TwoHash,59.683339687999336,13.75,65.56640625,0,0.017816543579101562,85.34765625,723.84765625,7.905914306640625,40.131256103515625
TwoHash: 100000 & 0.9,80991039,0.9,100,100000,100000,TwoHash,76.08559788300097,16.75,71.42578125,0,0.017816543579101562,122.1796875,745.8203125,14.530601501464844,47.81834411621094
TwoHashIndexedCount: 100000 & 0.9,80991039,0.9,100,100000,100000,TwoHashIndexedCount,76.2177071559988,18.6171875,73.4140625,0,0.017816543579101562,109.4375,746.62890625,11.477714538574219,44.636016845703125
TwoHashIndexedCount: 150000 & 0.25,10647364,0.25,100,150000,150000,TwoHashIndexedCount,76.67023267200217,13.671875,65.98828125,0,0.017816543579101562,99.7890625,748.72265625,7.5915985107421875,40.16749572753906
TwoHashIndexedCount: 150000 & 0.5,49393822,0.5,100,150000,150000,TwoHashIndexedCount,99.19394076799973,9.859375,74.24609375,0,0.017816543579101562,53.375,717.3359375,2.8311996459960938,42.40083312988281
TwoHash: 150000 & 0.5,49393822,0.5,100,150000,150000,TwoHash,109.75041611099988,10.25,74.63671875,0,0.017816543579101562,64.0546875,724.625,12.417579650878906,52.02002716064453
TwoHash: 150000 & 0.75,122741252,0.75,100,150000,150000,TwoHash,181.749007600002,13,81.015625,0,0.017816543579101562,96.75,767.66796875,14.938385009765625,53.854034423828125
TwoHashIndexedCount: 150000 & 0.75,122741252,0.75,100,150000,150000,TwoHashIndexedCount,166.31524935100228,14.3671875,82.3828125,0,0.017816543579101562,74.17578125,775.4609375,12.956802368164062,51.84227752685547
TwoHashIndexedCount: 200000 & 0.25,17387116,0.25,100,200000,200000,TwoHashIndexedCount,171.28217217399924,-7.3828125,59.31640625,0,0.017816543579101562,75.375,814.47265625,-4.095542907714844,43.391990661621094
TwoHash: 200000 & 0.25,17387116,0.25,100,200000,200000,TwoHash,175.11010447300225,-8.5,58.44921875,0,0.017816543579101562,88.93359375,833.8125,-3.082305908203125,44.362205505371094
TwoHash: 150000 & 0.9,182151990,0.9,100,150000,150000,TwoHash,199.06283396100253,11.5,83.60546875,0,0.017816543579101562,192.63671875,902.484375,20.724952697753906,63.389259338378906
TwoHashIndexedCount: 150000 & 0.9,182151990,0.9,100,150000,150000,TwoHashIndexedCount,199.2248320220001,13.8671875,85.47265625,0,0.017816543579101562,208.4453125,937.890625,24.930221557617188,67.4102783203125
TwoHash: 200000 & 0.5,84693882,0.5,100,200000,200000,TwoHash,243.82844087900222,15.75,87.89453125,0,0.017816543579101562,151.140625,905.9609375,8.596214294433594,58.78290557861328
TwoHashIndexedCount: 200000 & 0.5,84693882,0.5,100,200000,200000,TwoHashIndexedCount,253.6175846880004,17.75,89.984375,0,0.017816543579101562,244.0390625,960.0390625,19.481285095214844,70.5086898803711
TwoHash: 200000 & 0.75,216740720,0.75,100,200000,200000,TwoHash,358.6954732940011,16.5,94.484375,0,0.017816543579101562,253.72265625,982.265625,9.031051635742188,68.43659210205078
TwoHashIndexedCount: 200000 & 0.75,216740720,0.75,100,200000,200000,TwoHashIndexedCount,350.82088577000053,17.8671875,95.1171875,0,0.017816543579101562,261.48046875,1027.19140625,15.906410217285156,75.16131591796875
TwoHash: 200000 & 0.9,323601938,0.9,100,200000,200000,TwoHash,389.4340031859987,5.98828125,93.94921875,0,0.017816543579101562,320.51171875,1102.14453125,6.453681945800781,61.95832061767578
TwoHashIndexedCount: 200000 & 0.9,323601938,0.9,100,200000,200000,TwoHashIndexedCount,389.43531599900126,8.15234375,96.11328125,0,0.017816543579101562,354.0078125,1144.59375,16.47303009033203,72.14849853515625
TwoHashIndexedCount: 500000 & 0.25,65735677,0.25,100,500000,500000,TwoHashIndexedCount,1425.2571875320002,3.3515625,117.16015625,0,0.017816543579101562,247.33203125,1181.47265625,-16.552520751953125,71.54255676269531
TwoHash: 500000 & 0.25,65735677,0.25,100,500000,500000,TwoHash,1487.9003276749997,2.34375,116.40234375,0,0.017816543579101562,195.171875,1097.65625,-18.903915405273438,69.25050354003906
TwoHash: 500000 & 0.5,435120307,0.5,100,500000,500000,TwoHash,1604.2343162549994,10.75,138.11328125,0,0.017816543579101562,-0.49609375,983.234375,-16.314483642578125,90.04035949707031
TwoHashIndexedCount: 500000 & 0.5,435120307,0.5,100,500000,500000,TwoHashIndexedCount,1558.043724797003,10.90625,138.76953125,0,0.017816543579101562,-102.09765625,846.640625,-11.108901977539062,95.01058197021484
TwoHash: 500000 & 0.75,1317461317,0.75,100,500000,500000,TwoHash,1632.8052806320004,10,158.56640625,0,0.017816543579101562,-286.6015625,734.59765625,17.121566772460938,132.46978759765625
TwoHashIndexedCount: 500000 & 0.75,1317461317,0.75,100,500000,500000,TwoHashIndexedCount,1539.7291635640004,-4.1328125,140.98046875,0,0.017816543579101562,-458.5703125,577.11328125,13.020515441894531,125.21060180664062
TwoHash: 500000 & 0.9,2017663484,0.9,100,500000,500000,TwoHash,1527.949583776001,9.5,168.31640625,0,0.017816543579101562,-655.1640625,437.35546875,11.43157958984375,146.1610870361328
TwoHashIndexedCount: 500000 & 0.9,2017663484,0.9,100,500000,500000,TwoHashIndexedCount,1486.435979284998,-0.3828125,158.18359375,0,0.017816543579101562,-901.38671875,266.77734375,1.0645217895507812,136.0074005126953
